City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Current Description
659,Kawalu,ID,-7.38,108.21,74.61,74.61,83,100,2.51,light rain
660,Ust-Kuyga,RU,70.02,135.6,45.81,45.81,58,25,15.05,scattered clouds
661,Kichera,RU,55.94,110.1,58.93,58.93,78,100,3.29,light rain
662,Roma,US,43.21,-75.46,71.6,69.01,73,1,5.82,clear sky
663,Kozlovo,RU,56.52,36.27,61.93,61.93,77,100,8.41,overcast clouds
664,Marsa Matruh,EG,31.35,27.25,71.6,71.6,78,0,4.7,clear sky
665,Gilroy,US,37.01,-121.57,75.99,70.0,64,1,4.7,clear sky
666,Lensk,RU,60.73,114.93,63.9,63.9,32,0,10.87,clear sky
667,Panaba,MX,21.28,-88.27,78.4,78.4,94,97,4.36,moderate rain
668,Jitra,MY,6.27,100.42,84.2,84.0,83,20,3.36,haze
669,Polovinnoye,RU,54.79,65.99,54.66,54.66,86,2,6.29,clear sky
670,Akureyri,IS,65.68,-18.09,35.6,35.6,93,100,3.36,fog
671,Kurikka,FI,62.62,22.42,55.4,55.0,93,25,4.7,scattered clouds
672,Huarmey,PE,-10.07,-78.15,59.97,59.97,86,12,8.63,few clouds
673,Twentynine Palms,US,34.14,-116.05,100.4,96.01,22,1,13.87,clear sky
674,Longyearbyen,SJ,78.22,15.64,35.6,35.6,74,48,5.82,scattered clouds
675,Marsh Harbour,BS,26.54,-77.06,84.88,84.88,77,1,25.5,light rain
676,Kathu,TH,7.92,98.33,87.01,86.0,62,20,4.7,few clouds
677,Tarko-Sale,RU,64.92,77.78,60.01,60.01,85,46,3.51,scattered clouds
678,Colesberg,ZA,-30.72,25.1,45.9,45.9,56,74,5.39,broken clouds
679,Gamba,GA,-2.65,10.0,72.52,72.52,85,100,5.17,overcast clouds
680,Puerto Escondido,MX,15.85,-97.07,79.18,79.18,81,100,3.67,light rain
681,Lexington Park,US,38.27,-76.45,80.6,77.0,83,1,6.93,clear sky
682,Jiayuguan,CN,39.82,98.3,81.41,81.41,15,0,7.11,clear sky
683,Phu Ly,VN,20.54,105.91,90.16,90.16,65,26,2.42,scattered clouds
684,Obong,PH,9.74,123.51,84.25,84.25,71,35,2.68,scattered clouds
685,Iwanai,JP,42.97,140.51,83.37,83.37,50,41,1.68,scattered clouds
686,Guapore,BR,-28.85,-51.89,54.0,53.01,69,0,4.54,clear sky
687,Panguna,PG,-6.32,155.48,78.85,78.85,73,100,3.65,light rain
688,Ondjiva,AO,-17.07,15.73,60.58,60.58,34,26,4.47,scattered clouds
689,Riverton,US,40.52,-111.94,81.0,79.0,27,0,1.99,clear sky
690,Ta Khmau,KH,11.48,104.95,87.8,87.8,66,20,6.93,few clouds
691,Cortez,US,37.35,-108.59,78.8,69.01,31,1,12.35,clear sky
692,Amapa,BR,1.0,-52.0,70.66,70.66,98,58,1.66,light rain
693,Mana,GF,5.66,-53.78,77.92,77.92,89,85,7.36,light rain
